,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
2,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,10,"Chong, Paul",23,5,7,2,3,0,0,0,5,6,1,0,3,0,12
3,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,9,"Trieu, Han-Minh",23,5,9,1,3,0,0,1,4,7,1,0,4,2,11
4,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,25,"Le-Cong, Tuan",23,3,4,0,0,0,0,0,4,3,0,0,2,2,6
5,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,11,"Ngo, Tuan-Trung",18,1,1,1,1,0,0,0,1,5,1,0,1,2,3
6,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,91,"Nguyen, Thanh",10,2,4,1,1,0,0,0,0,1,0,0,2,1,5
7,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,36,"Nguyen-Lam-Anh, Duy",10,1,3,0,1,0,0,0,2,1,1,0,3,1,2
8,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,14,"Nguyen, Quan",8,2,2,0,0,1,2,0,1,1,1,0,3,1,5
9,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,1,"Quoc, Thanh-Nguyen",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,98,"Trcn Van, T",4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11,Regular 13,Hochiminh-City-Wings,Can-Tho-Catfish,8,"Vo-Van, Thanh",3,1,2,0,0,0,0,0,0,1,0,0,1,1,2
0,Regular 14,Danang-Dragons,Thang-Long-Warriors,1,"Thinh-Tran, Tien",33,8,17,0,3,3,6,2,7,3,0,0,2,3,19
1,Regular 14,Danang-Dragons,Thang-Long-Warriors,25,"Joly, Rudolphe",31,9,19,0,0,2,3,2,5,5,0,1,4,0,20
2,Regular 14,Danang-Dragons,Thang-Long-Warriors,12,"Nguyen, Tuan",26,5,6,0,0,5,9,0,5,4,0,0,5,2,15
3,Regular 14,Danang-Dragons,Thang-Long-Warriors,0,"Nguyen, Horace",25,1,7,0,4,0,0,0,5,1,0,1,1,2,2
4,Regular 14,Danang-Dragons,Thang-Long-Warriors,77,"Van-My, Vo",24,0,4,0,1,1,2,2,0,4,1,0,0,2,1
5,Regular 14,Danang-Dragons,Thang-Long-Warriors,34,"Tim, Waale",21,3,8,0,0,1,3,4,4,1,0,1,1,1,7
6,Regular 14,Danang-Dragons,Thang-Long-Warriors,39,"Nguyen-Tuan, Vinh",13,1,4,0,0,0,0,0,1,1,1,0,1,3,2
7,Regular 14,Danang-Dragons,Thang-Long-Warriors,14,"Le, Thang",12,2,4,0,0,2,2,0,0,0,0,1,0,3,6
8,Regular 14,Danang-Dragons,Thang-Long-Warriors,10,"Quoc, Trong-Djao",6,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,Regular 14,Danang-Dragons,Thang-Long-Warriors,3,"Pham, Nguyen",4,0,0,0,0,0,0,0,2,1,0,0,0,0,0
10,Regular 14,Danang-Dragons,Thang-Long-Warriors,8,"Nguycn-Ba-Nam, K",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 14,Danang-Dragons,Thang-Long-Warriors,11,"Trcn-Qucc, T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 14,Thang-Long-Warriors,Danang-Dragons,20,"Hill, Jaywuan",34,12,25,0,1,3,7,6,9,5,1,2,0,4,27
1,Regular 14,Thang-Long-Warriors,Danang-Dragons,12,"Young, Justin",32,4,11,0,1,2,2,4,10,6,2,0,2,4,10
2,Regular 14,Thang-Long-Warriors,Danang-Dragons,5,"To, Quang",29,9,16,3,6,0,0,1,3,0,3,0,2,4,21
3,Regular 14,Thang-Long-Warriors,Danang-Dragons,18,"Le, Ryan",28,1,6,0,2,0,0,0,5,9,1,0,1,0,2
4,Regular 14,Thang-Long-Warriors,Danang-Dragons,9,"Djo, Nam",23,3,8,1,3,3,4,2,2,4,0,0,0,2,10
5,Regular 14,Thang-Long-Warriors,Danang-Dragons,3,"Bui, Ha",19,1,4,0,2,2,4,0,1,1,1,0,2,4,4
6,Regular 14,Thang-Long-Warriors,Danang-Dragons,6,"Truong, Trung",14,3,5,1,2,0,0,0,0,2,0,0,1,0,7
7,Regular 14,Thang-Long-Warriors,Danang-Dragons,8,"Vu, Tu",7,0,4,0,2,1,2,0,0,0,1,0,0,2,1
8,Regular 14,Thang-Long-Warriors,Danang-Dragons,21,"Hoang, Hien",6,0,1,0,0,0,0,1,1,0,0,0,1,0,0
9,Regular 14,Thang-Long-Warriors,Danang-Dragons,19,"Phan-Minh, Luyen",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10,Regular 14,Thang-Long-Warriors,Danang-Dragons,10,"Nguyen-Van, Hung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 14,Can-Tho-Catfish,Saigon-Heat,21,"Hamilton, DeAngelo",45,6,22,1,8,5,11,5,15,6,4,4,7,4,18
1,Regular 14,Can-Tho-Catfish,Saigon-Heat,11,"Thanh, Dinh",44,9,20,2,7,6,7,5,5,4,4,2,8,4,26
2,Regular 14,Can-Tho-Catfish,Saigon-Heat,3,"Le, Nguycn",28,1,5,1,3,0,0,2,5,2,3,0,3,2,3
3,Regular 14,Can-Tho-Catfish,Saigon-Heat,13,"Le-Van, Day",27,2,4,1,2,1,2,2,3,3,0,0,3,1,6
4,Regular 14,Can-Tho-Catfish,Saigon-Heat,65,"Le-Hieu, Thanh",23,5,12,3,8,0,0,0,2,1,2,0,1,5,13
5,Regular 14,Can-Tho-Catfish,Saigon-Heat,52,"Nguyen-Hoang, Tu",22,3,8,1,4,0,3,0,4,2,2,0,0,1,7
6,Regular 14,Can-Tho-Catfish,Saigon-Heat,4,"Thanh, Hucnh",21,1,4,0,0,0,0,1,3,0,0,0,5,0,2
7,Regular 14,Can-Tho-Catfish,Saigon-Heat,77,"Huynh-Huu, Thang",12,2,7,1,5,0,0,1,0,0,1,1,2,0,5
8,Regular 14,Can-Tho-Catfish,Saigon-Heat,6,"Nguycn, Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 14,Can-Tho-Catfish,Saigon-Heat,7,"Du-Minh, An",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 14,Can-Tho-Catfish,Saigon-Heat,12,"Nguyen-Vu-Binh, Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 14,Can-Tho-Catfish,Saigon-Heat,14,"Hucnh, Nguycn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 14,Saigon-Heat,Can-Tho-Catfish,6,"Arnold, David",41,13,25,5,9,12,14,1,5,4,4,0,9,1,43
1,Regular 14,Saigon-Heat,Can-Tho-Catfish,15,"Lewis, Darius",37,5,16,0,0,5,7,9,14,1,0,2,7,5,15
2,Regular 14,Saigon-Heat,Can-Tho-Catfish,14,"Tu-Le, Ngoc",35,6,16,2,4,0,0,2,11,2,0,1,5,4,14
3,Regular 14,Saigon-Heat,Can-Tho-Catfish,7,"Nguyen, Huynh-Hai",35,0,9,0,3,2,2,1,1,1,1,0,0,4,2
4,Regular 14,Saigon-Heat,Can-Tho-Catfish,8,"Pham, Pham-Duy",28,3,9,1,3,0,0,2,4,4,4,0,6,2,7
5,Regular 14,Saigon-Heat,Can-Tho-Catfish,35,"Nguyen, Tony",25,1,6,0,4,0,0,1,4,0,1,0,0,2,2
6,Regular 14,Saigon-Heat,Can-Tho-Catfish,0,"Lan-Hong, Gia",13,0,4,0,3,0,0,1,1,2,0,0,3,2,0
7,Regular 14,Saigon-Heat,Can-Tho-Catfish,9,"Huy, Hoan-Vo",6,1,2,0,1,0,0,0,0,0,1,0,1,0,2
8,Regular 14,Saigon-Heat,Can-Tho-Catfish,24,"Hucnh, Khang",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,Regular 14,Saigon-Heat,Can-Tho-Catfish,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,4,"Nguyen, Vincent",40,5,15,2,10,2,2,1,11,2,0,0,1,1,14
1,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,14,"Carter, Jason",39,4,13,1,2,6,7,8,5,2,2,1,6,4,15
2,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,1,"Dinh-Tien, Cong",27,2,7,1,4,1,3,1,5,0,1,0,0,3,6
3,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,3,"Hoang, Tony",22,2,10,2,7,0,0,2,1,2,3,0,1,3,6
4,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,10,"Nguyen-Phu, Hoang",21,5,12,2,4,0,2,1,3,2,1,1,0,1,12
5,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,7,"Dang-Thai, Hung",19,2,4,0,0,0,0,0,1,0,0,1,1,1,4
6,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,13,"Pham, Tung",17,3,5,0,0,0,0,0,1,1,1,0,0,1,6
7,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,90,"Nguyen, Duong",12,1,6,0,2,0,0,0,0,0,1,0,1,1,2
8,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,15,"Do, Huy-Hoang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 14,Hanoi-Buffalos,Hochiminh-City-Wings,6,"Bach-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,2,"Nguyen, Henry",40,6,11,3,6,0,0,0,5,2,1,0,1,0,15
1,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,23,"Richardson, Bilal",40,3,10,0,1,3,6,2,18,1,1,1,3,4,9
2,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,25,"Le-Cong, Tuan",31,5,7,0,0,0,2,0,2,2,1,0,1,3,10
3,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,10,"Chong, Paul",31,3,8,1,3,2,2,0,3,3,0,0,5,3,9
4,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,9,"Trieu, Han-Minh",30,6,15,1,6,0,1,0,3,0,1,0,1,1,13
5,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,11,"Ngo, Tuan-Trung",11,0,1,0,1,0,0,0,2,2,0,0,1,2,0
6,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,91,"Nguyen, Thanh",8,2,3,0,0,0,0,0,0,0,0,0,0,1,4
7,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,14,"Nguyen, Quan",6,0,0,0,0,0,0,0,0,2,0,0,1,1,0
8,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,36,"Nguyen-Lam-Anh, Duy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,98,"Trcn-Van, T",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,1,"Quoc, Thanh-Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 14,Hochiminh-City-Wings,Hanoi-Buffalos,8,"Vo-Van, Thanh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 14,Saigon-Heat,Thang-Long-Warriors,15,"Lewis, Darius",40,8,14,0,0,6,9,5,20,3,2,1,8,4,22
1,Regular 14,Saigon-Heat,Thang-Long-Warriors,6,"Arnold, David",36,5,15,3,7,4,6,1,4,7,1,0,6,4,17
2,Regular 14,Saigon-Heat,Thang-Long-Warriors,14,"Tu-Le, Ngoc",35,5,10,1,3,1,2,1,5,1,1,0,4,2,12
3,Regular 14,Saigon-Heat,Thang-Long-Warriors,7,"Nguyen, Huynh-Hai",31,1,5,1,4,0,2,1,2,2,1,0,4,3,3
4,Regular 14,Saigon-Heat,Thang-Long-Warriors,35,"Nguyen, Tony",22,5,16,2,8,0,0,2,4,1,0,0,3,0,12
5,Regular 14,Saigon-Heat,Thang-Long-Warriors,8,"Pham, Pham-Duy",16,1,2,0,1,1,2,0,4,0,0,0,2,2,3
6,Regular 14,Saigon-Heat,Thang-Long-Warriors,0,"Lan-Hong, Gia",13,0,4,0,2,0,0,0,0,0,1,0,1,1,0
7,Regular 14,Saigon-Heat,Thang-Long-Warriors,24,"Hucnh, Khang",4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8,Regular 14,Saigon-Heat,Thang-Long-Warriors,9,"Huy, Hoan-Vo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 14,Saigon-Heat,Thang-Long-Warriors,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 14,Thang-Long-Warriors,Saigon-Heat,20,"Hill, Jaywuan",40,13,28,3,8,7,8,5,9,1,2,2,5,3,36
1,Regular 14,Thang-Long-Warriors,Saigon-Heat,12,"Young, Justin",40,4,12,1,5,0,2,1,6,4,4,0,1,4,9
2,Regular 14,Thang-Long-Warriors,Saigon-Heat,5,"To, Quang",32,4,13,2,7,1,2,2,3,5,4,0,2,4,11
3,Regular 14,Thang-Long-Warriors,Saigon-Heat,18,"Le, Ryan",31,2,8,0,2,0,4,1,10,4,3,0,1,1,4
4,Regular 14,Thang-Long-Warriors,Saigon-Heat,10,"Nguyen-Van, Hung",28,4,9,0,0,1,2,1,4,1,1,0,3,3,9
5,Regular 14,Thang-Long-Warriors,Saigon-Heat,9,"Djo, Nam",18,1,4,0,2,2,2,0,0,1,0,0,1,1,4
6,Regular 14,Thang-Long-Warriors,Saigon-Heat,3,"Bui, Ha",7,1,2,0,1,0,0,0,0,0,0,0,0,0,2
7,Regular 14,Thang-Long-Warriors,Saigon-Heat,6,"Truong, Trung",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,Regular 14,Thang-Long-Warriors,Saigon-Heat,19,"Phan-Minh, Luyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 14,Thang-Long-Warriors,Saigon-Heat,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 14,Thang-Long-Warriors,Saigon-Heat,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 15,Danang-Dragons,Saigon-Heat,0,"Nguyen, Horace",36,9,21,3,11,0,0,3,2,3,0,0,2,4,21
1,Regular 15,Danang-Dragons,Saigon-Heat,12,"Nguyen, Tuan",33,1,14,1,5,2,4,0,4,4,0,0,3,3,5
2,Regular 15,Danang-Dragons,Saigon-Heat,25,"Joly, Rudolphe",30,5,22,0,1,4,7,4,3,2,3,3,3,1,14
3,Regular 15,Danang-Dragons,Saigon-Heat,77,"Van-My, Vo",22,2,3,0,0,2,2,2,2,0,2,0,1,1,6
4,Regular 15,Danang-Dragons,Saigon-Heat,1,"Thinh-Tran, Tien",20,2,7,1,3,2,2,0,7,2,3,0,2,1,7
5,Regular 15,Danang-Dragons,Saigon-Heat,24,"Dai, Dam-Huy",17,0,2,0,0,0,0,1,1,1,0,1,0,2,0
6,Regular 15,Danang-Dragons,Saigon-Heat,34,"Tim, Waale",14,3,4,0,0,0,0,2,1,0,1,0,2,1,6
7,Regular 15,Danang-Dragons,Saigon-Heat,10,"Quoc, Trong-Djao",10,2,6,1,3,0,0,0,1,0,0,0,0,3,5
8,Regular 15,Danang-Dragons,Saigon-Heat,2,"Trcn Qucc, T",4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9,Regular 15,Danang-Dragons,Saigon-Heat,3,"Pham, Nguyen",4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10,Regular 15,Danang-Dragons,Saigon-Heat,39,"Nguyen-Tuan, Vinh",4,0,0,0,0,0,0,1,1,1,0,0,1,1,0
11,Regular 15,Danang-Dragons,Saigon-Heat,14,"Le, Thang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 15,Saigon-Heat,Danang-Dragons,15,"Lewis, Darius",38,11,15,0,0,3,8,7,14,1,1,6,5,1,25
1,Regular 15,Saigon-Heat,Danang-Dragons,6,"Arnold, David",38,2,7,0,2,4,4,0,6,8,0,0,3,3,8
2,Regular 15,Saigon-Heat,Danang-Dragons,7,"Nguyen, Huynh-Hai",34,8,15,2,6,4,4,0,4,5,2,0,4,3,22
3,Regular 15,Saigon-Heat,Danang-Dragons,14,"Tu-Le, Ngoc",22,5,9,0,3,2,2,1,6,1,0,0,2,3,12
4,Regular 15,Saigon-Heat,Danang-Dragons,0,"Lan-Hong, Gia",21,1,10,0,3,0,1,1,2,5,0,0,3,2,2
5,Regular 15,Saigon-Heat,Danang-Dragons,8,"Pham, Pham-Duy",20,2,4,0,0,0,1,1,3,6,1,0,2,1,4
6,Regular 15,Saigon-Heat,Danang-Dragons,35,"Nguyen, Tony",12,1,1,0,0,0,0,1,1,0,0,0,1,0,2
7,Regular 15,Saigon-Heat,Danang-Dragons,9,"Huy, Hoan-Vo",7,0,2,0,1,0,0,0,3,1,0,0,1,0,0
8,Regular 15,Saigon-Heat,Danang-Dragons,24,"Hucnh, Khang",2,2,2,0,0,0,0,0,1,0,0,0,1,1,4
9,Regular 15,Saigon-Heat,Danang-Dragons,5,"Vo-Thai, C",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,11,"Thanh, Dinh",25,10,18,4,8,0,0,3,1,3,2,0,5,4,24
1,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,21,"Hamilton, DeAngelo",24,5,11,1,4,1,2,4,13,6,1,3,4,1,12
2,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,23,"Dinh, Tan",22,10,19,3,11,0,0,1,3,3,2,0,4,0,23
3,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,4,"Thanh, Hucnh",21,2,4,0,1,0,0,3,3,11,3,0,2,3,4
4,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,12,"Nguyen-Vu-Binh, Nguyen",16,1,4,0,0,1,1,4,6,1,0,0,4,3,3
5,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,19,"Ngcc, Nguycn",14,3,10,1,4,0,0,1,1,0,1,0,3,0,7
6,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,65,"Le-Hieu, Thanh",14,0,4,0,3,0,0,1,2,2,2,1,1,2,0
7,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,13,"Le-Van, Day",14,0,1,0,0,0,0,2,3,1,1,1,3,0,0
8,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,14,"Hucnh, Nguycn",13,1,3,0,1,0,0,1,1,0,1,0,3,1,2
9,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,52,"Nguyen-Hoang, Tu",12,5,9,1,2,1,2,0,3,3,1,0,0,0,12
10,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,77,"Huynh-Huu, Thang",11,3,5,3,4,0,0,0,1,1,1,0,1,0,9
11,Regular 15,Can-Tho-Catfish,Hochiminh-City-Wings,3,"Le, Nguycn",9,1,3,0,2,1,2,0,0,0,0,0,1,0,3
0,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,1,"Quoc, Thanh-Nguyen",29,3,6,0,0,0,0,2,1,0,1,0,2,0,6
1,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,14,"Nguyen, Quan",28,4,6,0,0,3,3,1,5,4,1,0,5,1,11
2,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,23,"Richardson, Bilal",24,7,19,0,0,3,4,1,4,0,2,0,4,1,17
3,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,98,"Trcn-Van, T",21,4,11,0,0,1,2,2,3,2,4,0,4,2,9
4,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,8,"Vo-Van, Thanh",20,1,8,1,3,0,0,0,3,5,1,0,3,2,3
5,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,9,"Trieu, Han-Minh",19,2,6,1,4,3,4,0,1,1,1,0,0,1,8
6,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,2,"Nguyen, Henry",19,2,7,1,4,0,0,0,2,3,0,0,1,4,5
7,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,29,"Vu-Doan-Minh, P",16,2,2,0,0,0,2,0,2,0,2,0,4,0,4
8,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,25,"Le-Cong, Tuan",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,10,"Chong, Paul",6,0,2,0,1,0,0,0,4,0,0,0,3,1,0
10,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,91,"Nguyen, Thanh",3,0,1,0,0,0,0,0,1,0,0,0,1,0,0
11,Regular 15,Hochiminh-City-Wings,Can-Tho-Catfish,36,"Nguyen-Lam-Anh, Duy",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,23,"Richardson, Bilal",40,14,22,1,1,8,11,10,16,3,1,1,6,3,37
1,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,2,"Nguyen, Henry",40,5,17,2,9,0,0,1,6,6,1,0,6,0,12
2,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,9,"Trieu, Han-Minh",37,4,11,1,6,0,0,1,0,1,1,0,3,4,9
3,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,25,"Le-Cong, Tuan",27,5,8,0,0,2,3,4,4,1,0,1,3,2,12
4,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,10,"Chong, Paul",27,0,12,0,7,0,0,0,3,1,2,0,5,2,0
5,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,14,"Nguyen, Quan",17,0,3,0,2,1,2,0,2,0,0,0,1,3,1
6,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,91,"Nguyen, Thanh",4,0,0,0,0,0,0,0,0,0,1,0,2,1,0
7,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,1,"Quoc, Thanh-Nguyen",2,0,1,0,0,2,2,0,0,0,0,0,0,1,2
8,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,98,"Trcn-Van, T",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,8,"Vo-Van, Thanh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,29,"Vu-Doan-Minh, P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 15,Hochiminh-City-Wings,Thang-Long-Warriors,36,"Nguyen-Lam-Anh, Duy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,20,"Hill, Jaywuan",39,13,23,1,4,11,14,4,11,1,3,3,4,1,38
1,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,5,"To, Quang",34,6,18,3,8,3,4,0,3,2,6,0,1,3,18
2,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,10,"Nguyen-Van, Hung",34,8,15,0,0,1,2,5,8,4,2,0,7,3,17
3,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,18,"Le, Ryan",25,2,7,0,1,0,0,1,2,0,3,0,3,2,4
4,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,12,"Young, Justin",24,2,5,0,1,1,3,1,3,5,2,0,2,4,5
5,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,6,"Truong, Trung",21,1,5,0,2,0,0,2,1,3,4,0,2,1,2
6,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,9,"Djo, Nam",11,0,3,0,2,0,0,1,0,1,0,0,0,2,0
7,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,3,"Bui, Ha",7,0,2,0,1,0,0,0,0,1,0,0,1,0,0
8,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,7,"Xuan, Quoc-Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,19,"Phan-Minh, Luyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 15,Thang-Long-Warriors,Hochiminh-City-Wings,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 16,Danang-Dragons,Hanoi-Buffalos,34,"Tim, Waale",36,5,11,0,0,2,4,2,7,3,1,0,4,3,12
1,Regular 16,Danang-Dragons,Hanoi-Buffalos,12,"Nguyen, Tuan",31,3,10,2,5,6,8,1,5,4,3,1,2,3,14
2,Regular 16,Danang-Dragons,Hanoi-Buffalos,0,"Nguyen, Horace",30,6,16,4,10,0,1,1,2,2,1,0,4,0,16
3,Regular 16,Danang-Dragons,Hanoi-Buffalos,1,"Thinh-Tran, Tien",29,3,15,0,3,1,1,2,4,0,2,0,1,2,7
4,Regular 16,Danang-Dragons,Hanoi-Buffalos,11,"Trcn-Qucc, T",19,0,5,0,0,0,0,1,5,3,0,0,2,0,0
5,Regular 16,Danang-Dragons,Hanoi-Buffalos,14,"Le, Thang",12,2,4,0,0,1,2,2,3,1,0,1,2,1,5
6,Regular 16,Danang-Dragons,Hanoi-Buffalos,24,"Dai, Dam-Huy",11,1,1,0,0,0,0,0,0,0,0,0,1,0,2
7,Regular 16,Danang-Dragons,Hanoi-Buffalos,3,"Pham, Nguyen",11,0,0,0,0,1,2,0,3,1,0,0,1,0,1
8,Regular 16,Danang-Dragons,Hanoi-Buffalos,10,"Quoc, Trong-Djao",10,0,1,0,0,0,0,0,1,1,1,0,2,2,0
9,Regular 16,Danang-Dragons,Hanoi-Buffalos,39,"Nguyen-Tuan, Vinh",8,2,5,0,0,0,2,1,0,0,0,0,2,0,4
10,Regular 16,Danang-Dragons,Hanoi-Buffalos,25,"Joly, Rudolphe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 16,Hanoi-Buffalos,Danang-Dragons,14,"Carter, Jason",30,6,15,1,5,2,3,2,11,2,0,0,2,0,15
1,Regular 16,Hanoi-Buffalos,Danang-Dragons,4,"Nguyen, Vincent",29,7,12,1,5,3,4,0,2,3,4,0,0,3,18
2,Regular 16,Hanoi-Buffalos,Danang-Dragons,7,"Dang-Thai, Hung",25,5,10,0,0,3,4,1,5,1,2,2,2,4,13
3,Regular 16,Hanoi-Buffalos,Danang-Dragons,10,"Nguyen-Phu, Hoang",25,3,10,1,6,0,0,2,2,5,3,0,4,1,7
4,Regular 16,Hanoi-Buffalos,Danang-Dragons,98,"Vu, Duc-Thai",22,3,6,0,0,0,0,1,3,0,1,1,2,4,6
5,Regular 16,Hanoi-Buffalos,Danang-Dragons,1,"Dinh-Tien, Cong",18,4,8,1,4,0,0,3,4,2,0,0,1,1,9
