,ROUND,TEAM,OPP,#,NAME,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF,PTS
6,Regular 7,Saigon-Heat,Hochiminh-City-Wings,8,"Pham, Pham-Duy",12,2,2,0,0,0,0,0,1,1,3,0,3,0,4
7,Regular 7,Saigon-Heat,Hochiminh-City-Wings,24,"Hucnh, Khang",6,2,3,0,0,0,0,2,1,0,0,1,0,4,4
8,Regular 7,Saigon-Heat,Hochiminh-City-Wings,9,"Huy, Hoan-Vo",6,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9,Regular 7,Saigon-Heat,Hochiminh-City-Wings,5,"Vo-Thai, C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,21,"Hamilton, DeAngelo",39,11,20,1,2,2,4,7,13,1,2,3,3,3,25
1,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh Duy, Tan",39,5,17,0,5,2,4,2,2,2,0,1,6,1,12
2,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,11,"Thanh, Dinh",35,3,9,1,2,4,7,4,7,5,4,0,3,4,11
3,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,8,"Ngcc, Nguycn",32,2,8,0,3,0,0,1,4,3,2,0,8,2,4
4,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,3,"Le, Nguycn",21,3,6,2,5,0,0,1,1,0,0,0,1,4,8
5,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le Hieu, Thanh",13,1,8,1,6,0,2,1,1,0,0,0,2,1,3
6,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,24,"Ticp, N",9,1,3,0,1,0,0,0,3,0,0,0,1,3,2
7,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,7,"Du-Minh, An",7,1,3,0,0,0,0,0,0,1,0,0,1,5,2
8,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,6,"Nguycn, Hoang",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,Regular 7,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguyen Hoang, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",39,3,12,0,1,3,8,1,7,2,3,0,1,4,9
1,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",37,14,28,0,4,9,11,3,7,1,3,1,4,3,37
2,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,5,"To, Quang",36,6,10,3,5,4,4,2,2,3,3,0,3,3,19
3,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,18,"Le, Ryan",30,2,7,1,2,0,0,4,4,1,0,1,2,2,5
4,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,10,"Nguyen Van, Hung",18,3,8,0,0,1,1,1,4,0,1,1,2,0,7
5,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong, Trung",18,0,4,0,1,2,2,1,3,3,1,0,5,2,2
6,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,7,"Xuan, Quoc-Nguyen",8,0,5,0,1,0,0,1,2,1,2,0,0,2,0
7,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,19,"Phan-Minh, Luyen",6,0,1,0,1,0,0,0,0,0,0,0,0,2,0
8,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,9,"Djo, Nam",3,0,0,0,0,0,0,0,1,0,0,0,0,2,0
9,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 7,Thang-Long-Warriors,Can-Tho-Catfish,3,"Bui, Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,18,"Collins, Jordan",40,6,19,4,12,4,4,1,5,2,1,1,2,4,20
1,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,4,"Nguyen, Vincent",35,6,11,2,4,9,9,0,4,5,2,0,3,0,23
2,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,1,"Dinh-Tien, Cong",27,3,6,1,2,1,3,1,2,1,3,2,4,2,8
3,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,90,"Nguyen, Duong",25,1,5,1,4,3,5,2,1,3,2,1,2,1,6
4,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,10,"Nguyen-Phu, Hoang",22,4,13,1,4,0,0,1,2,3,1,0,2,1,9
5,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,13,"Pham, Tung",18,2,4,0,0,0,0,0,3,2,1,0,1,2,4
6,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,3,"Hoang, Tony",18,0,6,0,3,2,2,0,3,0,1,0,1,1,2
7,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,15,"Do, Huy-Hoang",5,1,1,0,0,0,0,1,0,0,1,0,0,0,2
8,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,6,"Bach-Cong, Trung",3,2,2,1,1,0,0,0,0,0,0,0,0,0,5
9,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,7,"Dang-Thai, Hung",2,1,1,0,0,0,0,0,0,0,0,0,0,0,2
10,Regular 8,Hanoi-Buffalos,Hochiminh-City-Wings,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,23,"Richardson, Bilal",39,7,18,0,0,6,7,5,9,2,0,1,3,5,20
1,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,2,"Nguyen, Henry",34,4,11,2,7,0,0,0,4,1,1,0,1,3,10
2,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,91,"Nguyen, Thanh",32,4,10,1,2,5,8,2,4,2,2,0,4,2,14
3,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,11,"Ngo, Tuan-Trung",32,0,1,0,0,0,0,0,7,3,1,0,3,4,0
4,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,9,"Trieu, Han-Minh",21,7,16,2,5,1,1,5,3,2,1,0,5,1,17
5,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,10,"Chong, Paul",19,2,7,2,4,0,0,0,4,1,2,0,1,4,6
6,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,88,"Luong-Chi, Manh",14,3,5,1,2,0,0,1,2,1,1,0,2,0,7
7,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,25,"Le-Cong, Tuan",3,0,0,0,0,0,0,0,2,1,1,0,3,1,0
8,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,36,"Nguyen Lam Anh, Duy",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,1,"Quoc, Thanh-Nguyen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 8,Hochiminh-City-Wings,Hanoi-Buffalos,8,"Vo-Van, Thanh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,21,"Hamilton, DeAngelo",40,5,13,1,4,1,2,2,11,4,0,3,6,4,12
1,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,23,"Dinh-Duy, Tan",38,7,17,3,8,4,7,3,6,2,3,1,1,1,21
2,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,11,"Thanh, Dinh",36,8,17,2,6,0,0,4,2,4,2,0,3,2,18
3,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,65,"Le-Hieu, Thanh",27,3,16,1,7,0,0,3,2,4,2,0,0,2,7
4,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,8,"Ngcc, Nguycn",20,2,5,2,5,0,0,1,1,2,1,0,3,1,6
5,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,7,"Du-Minh, An",17,2,7,0,3,1,3,3,2,4,2,0,1,2,5
6,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,52,"Nguyen-Hoang, Tu",9,1,6,0,3,1,1,2,1,1,0,0,0,1,3
7,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,24,"Ticp, N",6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,4,"Thanh, Hucnh",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,6,"Nguycn, Hoang",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,13,"Le-Van, Day",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 8,Can-Tho-Catfish,Thang-Long-Warriors,77,"Huynh Huu, Thang",1,0,0,0,0,0,0,0,0,1,0,0,0,2,0
0,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,12,"Young, Justin",40,3,10,2,5,0,0,0,5,3,1,0,5,0,8
1,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,20,"Hill, Jaywuan",38,12,26,0,3,4,7,2,14,2,0,0,7,0,28
2,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,5,"To, Quang",37,6,9,2,3,2,5,0,6,4,1,0,2,3,16
3,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,10,"Nguyen-Van, Hung",28,6,10,0,0,0,6,5,3,1,1,0,4,3,12
4,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,19,"Phan-Minh, Luyen",25,1,2,1,1,3,6,0,5,5,1,0,1,4,6
5,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,7,"Xuan, Quoc-Nguyen",17,2,6,0,0,0,0,2,0,3,1,0,2,3,4
6,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,6,"Truong, Trung",6,0,0,0,0,0,0,0,0,1,0,0,1,3,0
7,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,3,"Bui, Ha",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,9,"Djo, Nam",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,18,"Le, Ryan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 8,Thang-Long-Warriors,Can-Tho-Catfish,8,"Vu, Tu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,14,"Carter, Jason",40,7,22,0,4,5,10,6,5,1,1,0,3,3,19
1,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,4,"Nguyen, Vincent",38,5,10,1,4,3,4,2,3,5,3,0,2,1,14
2,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,1,"Dinh-Tien, Cong",29,2,5,2,3,2,4,4,3,1,3,0,2,3,8
3,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,7,"Dang-Thai, Hung",26,2,8,0,0,2,4,0,5,1,0,1,3,2,6
4,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,3,"Hoang, Tony",19,2,12,2,8,0,0,2,2,2,0,0,2,2,6
5,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,90,"Nguyen, Duong",17,0,2,0,1,0,0,1,1,0,1,0,0,1,0
6,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,10,"Nguyen-Phu, Hoang",16,1,3,0,1,2,2,0,0,2,3,0,1,1,4
7,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,13,"Pham, Tung",9,0,2,0,0,4,4,0,2,0,0,1,0,0,4
8,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,15,"Do, Huy-Hoang",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,6,"Bach-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 9,Hanoi-Buffalos,Thang-Long-Warriors,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,5,"To, Quang",37,5,16,3,11,2,4,1,2,1,2,0,2,2,15
1,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,12,"Young, Justin",37,3,9,1,3,0,0,0,8,7,2,2,2,5,7
2,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,20,"Hill, Jaywuan",32,6,20,1,2,8,8,7,5,1,1,1,2,3,21
3,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,10,"Nguyen-Van, Hung",29,8,10,0,0,0,0,3,8,0,1,1,5,4,16
4,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,19,"Phan-Minh, Luyen",17,0,3,0,2,0,0,1,2,1,0,0,2,3,0
5,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,18,"Le, Ryan",17,2,3,1,2,0,0,1,3,0,0,0,0,0,5
6,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,6,"Truong, Trung",14,2,2,2,2,1,2,0,3,0,1,0,1,2,7
7,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,7,"Xuan, Quoc-Nguyen",8,0,3,0,0,0,0,3,0,0,1,0,4,3,0
8,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,8,"Vu, Tu",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,9,"Djo, Nam",1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
10,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,21,"Hoang, Hien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 9,Thang-Long-Warriors,Hanoi-Buffalos,3,"Bui, Ha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Can-Tho-Catfish,Saigon-Heat,11,"Thanh, Dinh",36,12,22,0,6,1,3,4,4,6,4,1,5,2,25
1,Regular 9,Can-Tho-Catfish,Saigon-Heat,21,"Hamilton, DeAngelo",36,5,14,0,2,13,16,4,15,3,4,4,6,3,23
2,Regular 9,Can-Tho-Catfish,Saigon-Heat,65,"Le Hieu, Thanh",31,1,6,0,3,0,0,1,2,4,2,0,1,2,2
3,Regular 9,Can-Tho-Catfish,Saigon-Heat,23,"Dinh-Duy, Tan",29,4,8,0,3,5,6,0,8,2,2,0,8,3,13
4,Regular 9,Can-Tho-Catfish,Saigon-Heat,8,"Ngcc, Nguycn",16,1,2,0,1,0,0,0,2,3,1,0,2,4,2
5,Regular 9,Can-Tho-Catfish,Saigon-Heat,52,"Nguyen-Hoang, Tu",14,2,5,0,3,0,2,0,2,1,1,0,4,2,4
6,Regular 9,Can-Tho-Catfish,Saigon-Heat,7,"Du-Minh, An",14,1,2,0,1,1,1,1,0,3,2,0,3,3,3
7,Regular 9,Can-Tho-Catfish,Saigon-Heat,77,"Huynh Huu, Thang",9,2,3,2,2,0,0,0,1,1,2,0,0,0,6
8,Regular 9,Can-Tho-Catfish,Saigon-Heat,12,"Nguyen Vu Binh, Nguyen",4,0,0,0,0,0,0,0,0,1,0,0,2,1,0
9,Regular 9,Can-Tho-Catfish,Saigon-Heat,4,"Thanh, Hucnh",4,0,0,0,0,0,0,0,0,1,1,0,0,2,0
10,Regular 9,Can-Tho-Catfish,Saigon-Heat,14,"Hucnh, Nguycn",2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
11,Regular 9,Can-Tho-Catfish,Saigon-Heat,24,"Ticp, N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Saigon-Heat,Can-Tho-Catfish,0,"Lan-Hong, Gia",28,4,9,2,5,7,8,0,3,3,1,1,4,1,17
1,Regular 9,Saigon-Heat,Can-Tho-Catfish,7,"Nguyen, Huynh-Hai",27,2,7,2,5,2,2,0,3,9,1,0,3,1,8
2,Regular 9,Saigon-Heat,Can-Tho-Catfish,35,"Nguyen, Tony",27,1,8,1,4,0,0,1,3,2,0,0,2,3,3
3,Regular 9,Saigon-Heat,Can-Tho-Catfish,6,"Arnold, David",24,3,13,1,5,0,0,1,4,1,1,0,3,1,7
4,Regular 9,Saigon-Heat,Can-Tho-Catfish,14,"Tu-Le, Ngoc",23,1,6,0,2,0,0,4,5,1,0,0,4,4,2
5,Regular 9,Saigon-Heat,Can-Tho-Catfish,8,"Pham, Pham-Duy",20,6,8,0,0,1,3,1,2,2,6,0,6,5,13
6,Regular 9,Saigon-Heat,Can-Tho-Catfish,15,"Lewis, Darius",18,5,14,0,0,1,2,3,6,0,1,0,5,2,11
7,Regular 9,Saigon-Heat,Can-Tho-Catfish,24,"Hucnh, Khang",16,0,3,0,0,1,4,2,1,1,2,0,4,3,1
8,Regular 9,Saigon-Heat,Can-Tho-Catfish,9,"Huy, Hoan-Vo",11,0,1,0,1,0,0,0,0,2,0,0,4,0,0
9,Regular 9,Saigon-Heat,Can-Tho-Catfish,5,"Vo-Thai, C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Danang-Dragons,Hochiminh-City-Wings,25,"Joly, Rudolphe",39,7,13,0,0,2,3,2,14,2,4,3,5,5,16
1,Regular 9,Danang-Dragons,Hochiminh-City-Wings,12,"Nguyen, Tuan",32,5,14,3,9,2,2,2,1,2,0,0,0,0,15
2,Regular 9,Danang-Dragons,Hochiminh-City-Wings,0,"Nguyen, Horace",32,4,12,3,11,0,0,0,2,4,0,0,2,0,11
3,Regular 9,Danang-Dragons,Hochiminh-City-Wings,77,"Van-My, Vo",26,0,3,0,1,0,0,1,4,6,2,0,4,3,0
4,Regular 9,Danang-Dragons,Hochiminh-City-Wings,11,"Trcn-Qucc, T",18,2,5,0,1,1,2,2,2,1,1,0,2,2,5
5,Regular 9,Danang-Dragons,Hochiminh-City-Wings,39,"Nguyen-Tuan, Vinh",13,4,7,0,0,0,0,0,3,3,2,0,1,1,8
6,Regular 9,Danang-Dragons,Hochiminh-City-Wings,14,"Le, Thang",12,1,5,0,0,1,1,2,0,1,0,0,1,2,3
7,Regular 9,Danang-Dragons,Hochiminh-City-Wings,3,"Pham, Nguyen",10,1,4,1,3,0,0,0,0,1,1,0,1,1,3
8,Regular 9,Danang-Dragons,Hochiminh-City-Wings,1,"Thinh Tran, Tien",6,1,3,0,1,0,0,1,1,2,0,0,3,1,2
9,Regular 9,Danang-Dragons,Hochiminh-City-Wings,34,"Tim, Waale",5,0,1,0,0,0,0,2,0,0,0,1,2,1,0
10,Regular 9,Danang-Dragons,Hochiminh-City-Wings,8,"Nguycn-Ba-Nam, K",1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
11,Regular 9,Danang-Dragons,Hochiminh-City-Wings,10,"Quoc, Trong-Djao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 9,Hochiminh-City-Wings,Danang-Dragons,2,"Nguyen, Henry",38,6,15,1,6,2,5,0,8,8,4,0,3,1,15
1,Regular 9,Hochiminh-City-Wings,Danang-Dragons,25,"Le-Cong, Tuan",36,8,18,0,0,0,1,3,7,2,2,0,5,3,16
2,Regular 9,Hochiminh-City-Wings,Danang-Dragons,9,"Trieu, Han-Minh",34,5,12,4,7,2,2,0,4,2,4,1,3,2,16
3,Regular 9,Hochiminh-City-Wings,Danang-Dragons,91,"Nguyen, Thanh",33,1,3,0,0,2,2,0,5,2,1,0,3,3,4
4,Regular 9,Hochiminh-City-Wings,Danang-Dragons,10,"Chong, Paul",32,2,4,1,3,0,0,0,5,4,0,0,5,2,5
5,Regular 9,Hochiminh-City-Wings,Danang-Dragons,14,"Nguyen, Quan",16,1,3,0,0,2,4,1,0,1,3,0,1,2,4
6,Regular 9,Hochiminh-City-Wings,Danang-Dragons,1,"Quoc, Thanh-Nguyen",4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7,Regular 9,Hochiminh-City-Wings,Danang-Dragons,8,"Vo-Van, Thanh",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,Regular 9,Hochiminh-City-Wings,Danang-Dragons,15,"Le-Tran, Huynh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,Regular 9,Hochiminh-City-Wings,Danang-Dragons,36,"Nguyen-Lam-Anh, Duy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 10,Danang-Dragons,Hanoi-Buffalos,25,"Joly, Rudolphe",40,5,11,0,1,4,11,4,12,3,3,2,8,4,14
1,Regular 10,Danang-Dragons,Hanoi-Buffalos,0,"Nguyen, Horace",37,7,18,6,16,0,0,1,5,2,1,0,4,3,20
2,Regular 10,Danang-Dragons,Hanoi-Buffalos,11,"Trcn-Qucc, T",30,0,2,0,0,1,2,2,5,3,1,0,0,3,1
3,Regular 10,Danang-Dragons,Hanoi-Buffalos,12,"Nguyen, Tuan",29,2,10,0,2,5,6,0,1,3,0,0,5,1,9
4,Regular 10,Danang-Dragons,Hanoi-Buffalos,1,"Thinh Tran, Tien",24,4,6,0,0,2,3,1,4,4,4,0,6,5,10
5,Regular 10,Danang-Dragons,Hanoi-Buffalos,77,"Van-My, Vo",14,1,3,1,1,0,0,1,2,0,2,0,1,2,3
6,Regular 10,Danang-Dragons,Hanoi-Buffalos,14,"Le, Thang",10,1,1,0,0,0,4,0,0,0,0,0,0,3,2
7,Regular 10,Danang-Dragons,Hanoi-Buffalos,39,"Nguyen-Tuan, Vinh",6,0,1,0,0,1,2,0,0,0,0,0,1,0,1
8,Regular 10,Danang-Dragons,Hanoi-Buffalos,34,"Tim, Waale",6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9,Regular 10,Danang-Dragons,Hanoi-Buffalos,3,"Pham, Nguyen",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Regular 10,Hanoi-Buffalos,Danang-Dragons,4,"Nguyen, Vincent",40,1,6,1,4,8,10,1,6,6,3,0,3,2,11
1,Regular 10,Hanoi-Buffalos,Danang-Dragons,7,"Dang-Thai, Hung",33,5,12,0,0,1,3,3,5,1,2,0,5,4,11
2,Regular 10,Hanoi-Buffalos,Danang-Dragons,14,"Carter, Jason",31,6,19,0,4,3,4,4,6,2,0,0,0,5,15
3,Regular 10,Hanoi-Buffalos,Danang-Dragons,1,"Dinh-Tien, Cong",24,2,3,0,1,0,0,1,5,4,1,0,2,4,4
4,Regular 10,Hanoi-Buffalos,Danang-Dragons,3,"Nguyen Thanh, Dat",23,3,7,3,7,2,2,2,2,0,1,0,4,2,11
5,Regular 10,Hanoi-Buffalos,Danang-Dragons,90,"Nguyen, Duong",18,3,8,0,1,2,4,0,1,1,1,0,0,0,8
6,Regular 10,Hanoi-Buffalos,Danang-Dragons,13,"Pham, Tung",14,1,5,0,1,0,0,1,1,1,0,1,2,3,2
7,Regular 10,Hanoi-Buffalos,Danang-Dragons,10,"Nguyen-Phu, Hoang",11,1,3,0,1,0,2,0,2,0,0,0,3,4,2
8,Regular 10,Hanoi-Buffalos,Danang-Dragons,15,"Do, Huy-Hoang",2,1,2,0,0,0,0,0,0,0,0,0,0,0,2
9,Regular 10,Hanoi-Buffalos,Danang-Dragons,98,"Vu, Duc-Thai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Regular 10,Hanoi-Buffalos,Danang-Dragons,6,"Bach-Cong, Trung",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Regular 10,Hochiminh-City-Wings,Saigon-Heat,2,"Nguyen, Henry",37,6,14,4,9,6,6,3,3,5,3,1,6,1,22
1,Regular 10,Hochiminh-City-Wings,Saigon-Heat,23,"Richardson, Bilal",36,5,19,0,0,7,11,4,11,1,3,0,11,2,17
2,Regular 10,Hochiminh-City-Wings,Saigon-Heat,9,"Trieu, Han-Minh",29,2,4,1,3,0,0,2,1,1,1,0,2,3,5
3,Regular 10,Hochiminh-City-Wings,Saigon-Heat,10,"Chong, Paul",25,0,5,0,3,4,4,0,1,0,0,0,4,3,4
4,Regular 10,Hochiminh-City-Wings,Saigon-Heat,25,"Le-Cong, Tuan",18,1,1,0,0,3,6,3,4,2,1,0,5,3,5
5,Regular 10,Hochiminh-City-Wings,Saigon-Heat,91,"Nguyen, Thanh",16,3,5,0,0,0,0,1,2,0,0,0,0,0,6
6,Regular 10,Hochiminh-City-Wings,Saigon-Heat,14,"Nguyen, Quan",15,0,0,0,0,0,0,0,0,2,1,0,2,2,0
7,Regular 10,Hochiminh-City-Wings,Saigon-Heat,1,"Quoc, Thanh-Nguyen",8,0,3,0,0,1,2,1,1,1,1,0,1,1,1
8,Regular 10,Hochiminh-City-Wings,Saigon-Heat,8,"Vo-Van, Thanh",3,1,3,1,2,0,0,1,0,0,0,0,0,0,3
9,Regular 10,Hochiminh-City-Wings,Saigon-Heat,36,"Nguyen-Lam-Anh, Duy",3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10,Regular 10,Hochiminh-City-Wings,Saigon-Heat,98,"Ngo, Tuan Trung",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11,Regular 10,Hochiminh-City-Wings,Saigon-Heat,15,"Le-Tran, Huynh",2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,Regular 10,Saigon-Heat,Hochiminh-City-Wings,15,"Lewis, Darius",34,6,12,0,0,6,9,4,11,0,1,3,6,3,18
1,Regular 10,Saigon-Heat,Hochiminh-City-Wings,14,"Tu-Le, Ngoc",27,8,10,3,4,0,0,0,2,0,3,0,0,2,19
2,Regular 10,Saigon-Heat,Hochiminh-City-Wings,8,"Pham, Pham-Duy",24,8,10,1,1,1,1,2,1,2,4,0,4,3,18
3,Regular 10,Saigon-Heat,Hochiminh-City-Wings,6,"Arnold, David",24,4,7,2,2,0,1,0,3,8,3,1,2,2,10
4,Regular 10,Saigon-Heat,Hochiminh-City-Wings,0,"Lan-Hong, Gia",23,5,12,2,3,2,6,0,0,5,2,0,3,1,14
5,Regular 10,Saigon-Heat,Hochiminh-City-Wings,7,"Nguyen, Huynh-Hai",23,8,11,2,4,0,0,0,0,2,2,0,3,1,18
6,Regular 10,Saigon-Heat,Hochiminh-City-Wings,24,"Hucnh, Khang",16,0,1,0,0,0,0,0,0,0,3,0,0,1,0
7,Regular 10,Saigon-Heat,Hochiminh-City-Wings,35,"Nguyen, Tony",12,0,3,0,3,2,2,0,0,0,2,2,0,5,2
8,Regular 10,Saigon-Heat,Hochiminh-City-Wings,9,"Huy, Hoan-Vo",10,1,2,1,2,0,0,2,2,0,0,2,2,3,3
9,Regular 10,Saigon-Heat,Hochiminh-City-Wings,5,"Vo-Thai, C",2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
0,Regular 11,Can-Tho-Catfish,Danang-Dragons,21,"Hamilton, DeAngelo",40,11,20,4,7,4,6,2,12,3,4,1,5,4,30
1,Regular 11,Can-Tho-Catfish,Danang-Dragons,23,"Dinh-Duy, Tan",40,7,13,2,2,6,6,2,9,5,1,0,3,2,22
2,Regular 11,Can-Tho-Catfish,Danang-Dragons,65,"Le-Hieu, Thanh",36,8,15,4,5,2,4,0,3,6,1,0,0,2,22
